Bank,region,sector,Animal-based energy,Bio-remediation,Buffering and attenuation of mass flows,Climate regulation,Dilution by atmosphere and ecosystems,Disease control,Fibres and other materials,Filtration,Flood and storm protection,Genetic materials,Ground water,Maintain nursery habitats,Mass stabilisation and erosion control,Mediation of sensory impacts,Pest control,Pollination,Soil quality,Surface water,Ventilation,Water flow maintenance,Water quality,Total
System,BR,Sugar refining,0,2.392052587,0,0,1.981310999,0,0,2.609179065,3.706220662,0,6.287784712,0,2.197911027,0,0,0,1.116737976,5.084545348,0,3.546853497,4.29808346,33.22067933
System,ID,Processing of Food products nec,0,2.588866496,0,0,1.629365596,0,0,2.831846542,2.746118642,0,6.280557611,0,0.935081201,0,0,0,0.938647403,4.853933201,0,3.829859945,3.763423032,30.39769967
System,AU,Cultivation of wheat,3.600602878,3.53663839,4.275550632,4.208981561,2.914572825,5.225658819,3.203263455,3.820063496,5.263175145,0.106231694,6.261436985,0,4.893795765,0,4.814437976,4.82363459,4.870383517,5.014818473,2.42992773,5.479078421,5.483494157,80.22574651
System,CN,Cultivation of paddy rice,3.69971843,3.646833219,4.315317897,4.353776833,3.02720498,5.23915011,3.341333496,3.879883483,5.384518178,0.000255781,6.255578943,0,4.950553334,0,4.831490992,5.030863541,5.039309578,4.995124872,2.421728006,5.577688838,5.688516218,81.67884673
System,IN,Processing of meat cattle,0,2.427368094,0,0,1.993186655,0,0,2.556477477,3.181335105,0,6.254953991,0,1.870922442,0,0,0,1.09442753,5.516459794,0,3.687350041,3.696638766,32.27911989
System,WA,"Waste water treatment, other",0,3.599235253,2.151591559,2.874572805,0,0,0,3.967740938,3.297104708,0,6.236332368,0,2.01080765,2.52801679,2.036974496,0,3.216813803,5.610448316,0,6.140550634,5.130289705,48.80047902
System,WA,"Cultivation of sugar cane, sugar beet",3.599966588,3.592043367,4.294584623,4.303243376,2.964788803,5.081523212,3.252673974,3.959812714,5.484194216,0.001278261,6.223871112,0,5.016974284,0,4.574034614,4.881720756,4.81557909,5.039313914,2.395784778,5.515452689,5.760043324,80.7568837
System,AU,Cultivation of cereal grains nec,3.570443356,3.50701465,4.239737584,4.173726112,2.890159657,5.181887434,3.176432145,3.788065719,5.219089515,0.105341872,6.208989671,0,4.852804146,0,4.774111077,4.783230658,4.829588005,4.972813139,2.409574067,5.433184332,5.437563082,79.55375622
System,LU,Production of meat products nec,0,2.181196626,0,0,1.838894041,0,0,2.37348331,3.150005823,0,6.168874361,0,2.030407466,0,0,0,1.083115338,4.933745753,0,3.456908934,3.671504485,30.88813614
System,MX,Production of electricity by coal,0,1.975646562,0,1.572499518,0,0,0,4.216058385,5.247431764,0,6.162609408,0,2.968012739,0,0,0,0,8.533691253,0,6.052614389,4.112091915,40.84065593
System,WM,Sea and coastal water transport,0,0,0,8.078699542,0,0,0,0,6.944255767,0,6.150891071,0,0,0,0,0,0,5.71411,0,0,6.151565029,33.03952141
System,LU,Manufacture of beverages,0,0.724373579,0,0,1.832085529,0,0,2.36469548,3.138342915,0.000435744,6.146034082,0,2.022889875,0,0,0,2.517911898,4.915478542,0,3.444109717,3.657910727,30.76426809
System,IN,"Forestry, logging and related service activities (02)",2.580791287,2.537898242,0,3.392875275,0,3.677109008,3.858997591,0.890962206,4.065352039,0,6.103788294,0,3.912229702,0,3.396890908,3.097186627,3.05136603,5.767651659,0,5.140337917,0,51.47343678
System,ZA,Manufacture of rubber and plastic products (25),0,3.211299798,0,0.948215439,1.890532382,0,0,3.519634832,3.201992513,0,6.096556976,0,0.855481535,3.309955304,0,0,0,4.596733583,1.520792634,4.706228334,3.052122669,36.909546
System,FR,"Cultivation of sugar cane, sugar beet",3.351208634,3.525183656,3.921310418,4.288145383,2.897989492,4.926063084,3.279414303,3.716499525,5.420265434,0.355921235,6.08468152,0,4.661990146,0,4.457480842,4.803837634,4.901926659,4.467253327,2.304168088,5.287286697,5.80554736,78.45617344
System,WL,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",0,3.838370888,0,4.62087035,0,0,0,4.148128248,4.513329817,0,6.061647996,0,3.946464933,0,0,0,0,4.201748644,0,0,4.227969718,35.55853059
System,LU,Paper,0,2.1288523,0,0.851651146,1.794764288,0,2.928927897,0,0,0,6.020833801,0,0,0,0,0,0,4.815345792,0,3.373950082,0,21.91432531
System,IE,Raw milk,0,3.469379617,1.732458812,2.715673458,1.58497584,3.887047813,4.85860988,3.796690548,3.479144214,0.000372124,6.006485151,0,1.143094354,2.437601275,2.464845639,0.994089422,3.761623665,4.746301057,1.181536564,4.134545568,4.483418705,56.87789371
System,DK,"Waste water treatment, other",0,3.415720978,1.847140004,2.508544348,0,0,0,3.722027406,2.889233475,0,5.988904837,0,1.49574271,2.392447644,1.934971709,0,2.893650031,4.91076276,0,5.760814044,4.708567765,44.46852771
System,AU,Production of electricity by gas,0,1.873632414,0,1.486549921,0,0,0,4.047569471,5.018963783,0,5.970906266,0,3.111149072,0,0,0,0,8.855797892,0,5.805387938,3.873377771,40.04333453
System,NL,"Manufacture of bricks, tiles and construction products, in baked clay",0,0,0,0,1.701819217,0,0,0,0,0,5.970706271,0,0,2.392936384,0,0,0,4.874854093,0,0,2.295428108,17.23574407
System,WL,Steam and hot water supply,0,3.383220038,1.943920024,2.715287573,0,0,0,3.656246626,3.182514315,0,5.936514202,0,1.85519807,2.343455545,1.899459605,0,3.100085692,4.93801168,0,5.688147802,4.968827414,45.61088858
System,BE,Poultry farming,0,3.341654611,2.017243687,3.221809921,1.868921912,3.688612287,5.197325631,3.632993408,4.35248453,0.003481794,5.909640187,0,2.032241136,2.324584999,2.359400384,1.016217906,4.124402016,5.11648381,1.113104114,3.937038944,5.041554756,60.29919603
System,NO,Copper production,0,3.643367436,0,1.428180515,2.952128973,0,0,3.922590664,4.981827068,0,5.892675143,0,1.485817721,3.80371233,0,0,0,4.832182695,1.868785317,5.626414199,3.92805508,44.36573714
System,NO,Manufacture of textiles (17),0,2.183097264,0,0,1.76890879,0,2.976609639,2.350407171,2.985099152,0,5.884795321,0,1.335447766,0,0,0,0,4.825720988,0,3.371334256,2.353681436,30.03510178
System,FR,Landfill of waste: Wood,0,0,0,0,0,0,0,11.97614665,0,0,5.88223174,0,0,0,0,0,0,4.798465206,0,0,0,22.6568436
System,NO,"Composting of food waste, incl. land application",0,0,0,0,0,0,0,11.74589727,0,0,5.881721442,0,0,0,0,0,0,4.823200309,0,0,0,22.45081902
System,BE,Processing vegetable oils and fats,0,2.21464405,0,0,1.8579105,0,0,2.407725565,3.24513025,0,5.874821458,0,2.020267471,0,0,0,1.025025412,5.086338242,0,3.354722135,3.758887994,30.84547308
System,ID,Mining of coal and lignite; extraction of peat (10),0,0,0,3.786481992,0,0,0,0,0,0,5.857763845,0,1.635250361,0,0,0,0,4.527176753,0,5.953403214,0,21.76007617
System,ID,Manufacture of rubber and plastic products (25),0,2.993033609,0,0.938715901,1.883737921,0,0,3.273947069,3.174835552,0,5.808849561,0,1.08106365,3.095438225,0,0,0,4.489373316,1.439010251,4.427767732,2.90063924,35.50641202
System,NO,Incineration of waste: Oil/Hazardous waste,0,0,0,0,0,0,0,11.54944056,0,0,5.783346357,0,0,0,0,0,0,4.742529582,0,0,0,22.07531649
System,PT,Production of electricity by gas,0,1.8354389,0,1.393366355,0,0,0,3.966559973,4.674621825,0,5.754971146,0,2.465831082,0,0,0,0,7.885967009,0,5.62179776,3.734477531,37.33303158
System,LU,"Cultivation of vegetables, fruit, nuts",2.710905763,3.049553384,3.525326216,3.659937755,2.570976628,4.323501083,2.797100886,3.318391371,4.89339496,0.000611482,5.749844363,0,4.731222521,0,3.896715477,3.958959875,4.542944003,4.138752338,2.158076083,4.833139853,5.133168094,69.99252214
System,CN,Quarrying of stone,0,0,0,4.439255195,0,0,0,0,0,0,5.740556107,0,3.407230103,0,0,0,0,5.093194918,0,5.687196451,0,24.36743277
System,DK,Processing of meat pigs,0,2.165324892,0,0,1.601509408,0,0,2.359501447,2.747353722,0,5.694811492,0,1.422292223,0,0,0,0.917184466,4.669613053,0,3.286752845,3.358010339,28.22235389
System,ID,"Waste water treatment, food",0,3.512832385,1.5371555,2.203484522,0,0,0,3.842531956,2.484138525,0,5.681391503,0,0.845874319,2.422014375,1.711361476,0,2.547300914,4.390867269,0,5.77415125,4.539189238,41.49229323
System,LU,Cultivation of wheat,2.660224936,2.992541484,3.459419665,3.59151462,2.522911799,4.242672522,2.744808627,3.256353501,4.801912139,0.00060005,5.642350081,0,4.642771541,0,3.823865743,3.884946471,4.458012921,4.061377686,2.117730498,4.742783512,5.037202676,68.68400047
System,IN,Cultivation of plant-based fibers,3.323321423,3.268087443,3.812999074,3.93214811,2.68352719,4.735065251,2.98157145,3.441913882,4.759101173,0.004652192,5.614238908,0,4.198194577,0,4.374224442,4.486827378,4.420448068,4.456251945,2.180426982,4.964464351,4.976970226,72.61443407
System,BE,Raw milk,0,3.169567286,1.913360399,3.055894315,1.772676845,3.498657461,4.92967563,3.445902824,4.128341851,0.003302489,5.605307667,0,1.927585515,2.204874359,2.237896834,0.963885083,3.912005047,4.852996971,1.05578188,3.734290732,4.781926587,57.19392977
System,WL,Cultivation of wheat,3.073049796,3.185698078,3.660856945,3.835142102,2.586500561,4.504241206,2.927266728,3.442784601,4.994516873,0.017326975,5.589923704,0,4.367215891,0,4.0242685,4.306528726,4.378640875,4.184744926,2.114498954,4.820451873,5.26357486,71.27723217
System,CN,Meat animals nec,0,3.244398861,1.919557549,3.012590018,1.79543178,3.625222865,4.954352602,3.451731625,3.832261821,7.59E-05,5.565264978,0,1.761700482,2.227545913,2.387959777,0.994599787,3.985078261,4.93767133,1.077243065,3.859474283,4.498469873,57.13063072
System,DK,Incineration of waste: Food,0,0,0,0,0,0,0,11.50279445,0,0,5.552549764,0,0,0,0,0,0,4.552961743,0,0,0,21.60830596
System,DK,Incineration of waste: Paper,0,0,0,0,0,0,0,11.45212747,0,0,5.528092146,0,0,0,0,0,0,4.532907065,0,0,0,21.51312668
System,BE,"Manufacture of motor vehicles, trailers and semi-trailers (34)",0,0,0,1.429614837,2.902540796,0,0,1.880747667,5.069739871,0,5.506802062,0,1.578092366,5.41531678,0,0,0,4.767712196,1.728713265,5.240950981,3.91490898,39.4351398
System,NO,Precious metals production,0,3.397666635,0,1.331867117,2.753043795,0,0,3.658059654,4.645863451,0,5.495285906,0,1.385617395,3.547198217,0,0,0,4.50631077,1.742758487,5.246981023,3.663155561,41.37380801
System,ZA,Hotels and restaurants (55),0,0,0,2.929774549,0,0,2.029086942,0,3.297814605,0,5.494125997,0,0.881082478,0,0,0,0,2.367147188,0.783151762,0,1.571729895,19.35391342
System,ZA,Cultivation of cereal grains nec,3.279878762,3.464577173,2.814790322,3.069005486,2.039639943,4.334675984,2.834019639,3.797230799,3.838373129,0.003837741,5.481163772,0,1.538256564,0,3.616083346,4.344528317,3.549736444,3.71946079,2.187651429,5.077411728,4.939268455,63.92958982
System,AT,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,0,0,0,1.226403699,0,0,0,0,0,0,5.461424126,0,1.042856513,0,0,0,0,4.483991878,0,5.270527066,0,17.48520328
System,NL,Manufacture of other non-metallic mineral products n.e.c.,0,0,0,0,1.554068021,0,0,0,0,0,5.452332179,0,0,2.1851827,0,0,0,4.451621406,0,0,2.09614005,15.73934436
System,NO,Manufacture of electrical machinery and apparatus n.e.c. (31),0,0,0,1.317660656,2.723678246,0,0,3.619040685,4.596307999,0,5.436670026,0,1.370837603,5.26404264,0,0,0,4.458243867,1.724169222,5.191013705,3.624082236,39.32574689
System,NO,Processing of meat pigs,0,2.013282192,0,0,1.63131191,0,0,2.167577679,2.752899315,0,5.427038829,0,1.642090956,0,0,0,0.942478722,4.450345977,0,3.109090617,3.255895876,27.39201207
System,BR,Manufacture of beverages,0,0.683948028,0,0,1.699520017,0,0,2.238089856,3.179105252,0.001448985,5.393507624,0,1.885314212,0,0,0,2.235124422,4.361398388,0,3.042404004,3.686790654,28.40665144
System,IN,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",0,0,0,0,0,0,0,0,3.425736206,0,5.388384851,0,2.014653137,0,0,0,0,5.940253203,0,3.97062495,0,20.73965235
System,CN,Processing of meat poultry,0,2.086377297,0,0,1.731883901,0,0,2.219706888,2.772466473,0,5.368286854,0,1.699346495,0,0,0,0.961007397,4.762906383,0,3.19103251,3.254437584,28.04745178
System,LU,Quarrying of sand and clay,0,0,0,3.784156091,0,0,0,0,0,0,5.35049474,0,3.301965186,0,0,0,0,4.279221647,0,4.997176683,0,21.71301435
System,RU,Production of electricity by gas,0,1.687089669,0,1.470049869,0,0,0,3.532227519,4.981590006,0,5.339427202,0,3.269537347,0,0,0,0,7.927294369,0,5.144828244,3.655318621,37.00736285
System,IN,Production of electricity by hydro,0,1.723646695,0,6.912946497,0,0,0,1.815325811,6.024080431,0,5.329886703,0,5.314083664,0,0,0,0,7.834351711,0,8.727818862,3.49992197,47.18206234
System,GB,Steam and hot water supply,0,3.054853876,1.830840398,2.549592631,0,0,0,3.24519849,2.893035209,0,5.329661321,0,1.823405796,2.095725775,1.778051386,0,2.951340902,4.611681111,0,5.20658296,4.401037695,41.77100755
System,BR,Production of meat products nec,0,2.023755875,0,0,1.67625486,0,0,2.20745208,3.135585679,0,5.319674541,0,1.859505671,0,0,0,0.944797389,4.301694107,0,3.000755769,3.636321249,28.10579722
System,NO,"Cultivation of vegetables, fruit, nuts",2.786745568,2.953527471,3.361695263,3.473300833,2.393169004,4.232504361,2.684717254,3.179882207,4.487290447,0.005620595,5.307720343,0,4.014970155,0,3.826703258,3.931479141,4.147908536,3.917250891,2.019929408,4.56110156,4.776467974,66.06198427
System,PL,Mining of coal and lignite; extraction of peat (10),0,0,0,3.957694493,0,0,0,0,0,0,5.305948969,0,2.338868278,0,0,0,0,4.20558686,0,5.350614103,0,21.1587127
System,BR,Manufacture of glass and glass products,0,0,0,0,0,0,0,0,0,0,5.283328649,0,0,0,0,0,0,4.272303417,0,4.967089247,0,14.52272131
System,PL,Processing of Food products nec,0,2.143001055,0,0,1.597246974,0,0,2.289905874,2.638538636,0,5.277383864,0,1.240680932,0,0,0,0.89883501,4.182945665,0,3.193085124,3.299950362,26.7615735
System,WL,"Manufacture of bricks, tiles and construction products, in baked clay",0,0,0,0,1.626025705,0,0,0,0,0,5.271230035,0,0,2.080832763,0,0,0,4.384626161,0,0,2.205994242,15.56870891
System,NO,Landfill of waste: Inert/metal/hazardous,0,0,0,0,0,0,0,10.46830163,0,0,5.24196941,0,0,0,0,0,0,4.298583115,0,0,0,20.00885416
System,PT,Processing of dairy products,0,2.003450296,0,0,1.549163428,0,0,2.164824378,2.551262392,0,5.234805439,0,1.345773485,0,0,0,0.881750633,4.303914158,0,3.068201394,3.057241559,26.16038716
System,ID,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",0,0,0,0,0,0,0,0,2.860837004,0,5.234340962,0,0.974143965,0,0,0,0,5.056704945,0,3.989851306,0,18.11587818
System,CN,Cultivation of oil seeds,3.094417818,3.050185008,3.609300773,3.64146755,2.531932417,4.381987375,2.794667243,3.245106569,4.503572178,0.000213933,5.232121121,0,4.140607113,0,4.041024228,4.207777991,4.214842195,4.177886426,2.025515843,4.665138726,4.757833948,68.31559845
System,LU,Chemicals nec,0,0.866866943,0,1.387166645,0.487217716,0,0,1.257715878,2.503796206,0,5.230247845,0,3.227756896,2.446300184,0,0,0,4.183050518,1.226910686,1.831826344,1.945541165,26.59439702
System,DK,Processing of dairy products,0,1.985582649,0,0,1.46856913,0,0,2.163640732,2.519297636,0,5.222088809,0,1.304228649,0,0,0,0.841049566,4.281991442,0,3.013921581,3.079264035,25.87963423
System,WL,Other non-ferrous metal production,0,3.302291472,0,1.325168168,2.68116392,0,0,3.568787108,4.659580119,0,5.215058437,0,1.3581155,3.431098114,0,0,0,4.337902445,1.643915641,4.996875637,3.637477657,40.15743422
System,FR,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",0,0,0,4.074517173,0,0,0,0,0,0,5.203397604,0,2.990072891,0,0,0,0,4.244702259,0,5.023882942,0,21.53657287
System,FI,Production of electricity by nuclear,0,1.642966466,0,1.274398939,0,0,0,3.57269899,4.474573405,0,5.181035845,0,2.596692937,0,0,0,0,7.227192514,0,5.008469336,3.560531605,34.53856004
System,FR,Incineration of waste: Textiles,0,0,0,0,0,0,0,10.54266722,0,0,5.178160684,0,0,0,0,0,0,4.224115093,0,0,0,19.944943
System,US,Incineration of waste: Oil/Hazardous waste,0,0,0,0,0,0,0,10.6707827,0,0,5.174591388,0,0,0,0,0,0,4.255049276,0,0,0,20.10042336
System,PL,Production of electricity by coal,0,1.748225054,0,1.284496216,0,0,0,3.736135184,4.304952943,0,5.166243668,0,2.024254244,0,0,0,0,6.824756706,0,5.209732772,3.589393723,33.88819051
System,ES,Landfill of waste: Paper,0,0,0,0,0,0,0,11.07935064,0,0,5.156095594,0,0,0,0,0,0,4.20009947,0,0,0,20.4355457
System,WL,Sugar refining,0,1.955766051,0,0,1.587906281,0,0,2.113596794,2.759613645,0,5.147654959,0,1.608674589,0,0,0,0.896046116,4.281836014,0,2.959375274,3.231417656,26.54188738
System,PT,Landfill of waste: Food,0,0,0,0,0,0,0,10.63367139,0,0,5.142699002,0,0,0,0,0,0,4.228186759,0,0,0,20.00455716
System,CN,Processing of dairy products,0,1.995491318,0,0,1.65644023,0,0,2.123012855,2.651693337,0,5.134435571,0,1.625320206,0,0,0,0.919144356,4.555426455,0,3.052025958,3.112669004,26.82565929
System,WA,Processing of meat poultry,0,1.971815532,0,0,1.627490543,0,0,2.17369876,2.709443179,0,5.124795752,0,1.652410086,0,0,0,0.881154325,4.610466537,0,3.027651441,3.161916973,26.94084313
System,IE,Real estate activities (70),0,3.258384791,0,0,0,0,0,1.782894942,1.225333328,0,5.077073663,0,1.61036338,3.434033083,0,0,0,5.349178316,0,0,0,21.7372615
System,IN,Precious metals production,0,3.281033571,0,1.315908277,2.694157654,0,0,3.455548602,4.300158391,0,5.072831124,0,1.264447563,3.373013639,0,0,0,4.473904841,1.641798357,4.984130467,3.331123922,39.18805641
System,CN,Processing of meat pigs,0,1.951863573,0,0,1.620225213,0,0,2.076597087,2.593718943,0,5.022180589,0,1.589785571,0,0,0,0.899048957,4.455830441,0,2.985299029,3.044616226,26.23916563
System,CN,Raw milk,0,2.926586454,1.73152296,2.717484969,1.619556211,3.270105984,4.46903782,3.113609469,3.456863972,6.84E-05,5.020106897,0,1.589129138,2.009341629,2.154041792,0.897171522,3.594710933,4.453990599,0.971719291,3.481410775,4.057812112,51.53427095
System,NO,Raw milk,0,2.792821435,1.589390091,2.554465759,1.508635298,3.112827821,4.231062669,3.006859857,3.394503981,0.00177159,5.018919002,0,1.518603747,1.943822488,2.010270204,0.826124718,3.486412768,4.115674623,0.955010949,3.354497154,4.01473147,49.43640562
System,FI,Processing of Food products nec,0,1.909226721,0,0,1.518533898,0,0,2.0758465,2.599862896,0,5.017231677,0,1.508757374,0,0,0,0.860681349,4.199218106,0,2.910072629,3.103165321,25.70259647
System,DE,"Forestry, logging and related service activities (02)",1.822458696,1.982241584,0,2.480740596,0,2.82514697,2.949866965,0.722564403,3.253751942,0,4.997357653,0,2.999360122,0,2.509065197,2.309815469,2.413123407,4.244972469,0,4.0767888,0,39.58725427
System,IT,Incineration of waste: Wood,0,0,0,0,0,0,0,10.06259552,0,0,4.989654004,0,0,0,0,0,0,4.59783094,0,0,0,19.65008047
System,MX,Production of electricity by hydro,0,1.598437843,0,6.361316812,0,0,0,1.705544757,5.660724728,0,4.985987007,0,4.802664577,0,0,0,0,6.90435997,0,8.161655425,3.326973284,43.5076644
System,WL,P- and other fertiliser,0,2.362165935,0,1.895815152,3.835732934,0,0,2.552793237,6.666099297,0.012847793,4.973852649,0,1.942950341,4.908605527,0,0,0,4.137266692,2.351822399,4.765761195,5.203856707,45.60956986
System,BR,Cattle farming,0,2.831355,1.639587047,2.757459746,1.563453589,2.988288473,4.470706569,3.088356933,3.899440992,0.000666488,4.961694342,0,1.734372789,1.952184586,1.848943409,0.85572889,3.524874181,4.012217505,0.911226438,3.265294699,4.522160001,50.82801168
System,JP,Animal products nec,0,2.900825645,1.700313593,2.793116256,1.656827494,3.17954892,4.518786628,3.052039508,3.562677672,0.003463444,4.953224613,0,1.649235635,1.966464875,2.090890656,0.893269052,3.673373144,4.28729418,0.944095065,3.42440821,4.169194132,51.41904872
System,DE,Pigs farming,0,2.73578236,1.500920006,2.396648568,1.409608706,3.032644745,4.071246447,2.99173264,3.265928739,4.62E-05,4.926487202,0,1.379851407,1.919201373,1.92381986,0.796970519,3.33046209,3.90578723,0.935925592,3.28216167,3.959924749,47.76515015
System,NL,Aluminium production,0,0,0,3.441739392,0,0,0,0,0,0,4.925331554,0,1.982140197,0,0,0,0,4.021345482,0,4.800762245,0,19.17131887
System,CN,"Manufacture of bricks, tiles and construction products, in baked clay",0,0,0,0,1.582161466,0,0,0,0,0,4.904195132,0,0,1.962946933,0,0,0,4.351150178,0,0,1.982059627,14.78251334
System,ES,"Composting of food waste, incl. land application",0,0,0,0,0,0,0,10.50367289,0,0,4.888187337,0,0,0,0,0,0,3.981864313,0,0,0,19.37372454
System,WM,Production of electricity by gas,0,1.647413289,0,1.283867454,0,0,0,3.44484152,4.138430909,0,4.887500035,0,2.446858697,0,0,0,0,7.567389425,0,4.940494476,3.258690375,33.61548618
System,CN,Manufacture of gas; distribution of gaseous fuels through mains,0,2.197933763,0,2.74895891,1.563845115,0,0,2.672448401,6.675902691,0,4.847420293,0,4.091905872,3.880444616,0,0,0,4.300777824,1.876586259,4.482205018,4.244746433,43.58317519
System,NL,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",0,3.068889441,0,3.378742853,0,0,0,3.346325882,3.173338623,0,4.835179801,0,2.432324641,0,0,0,0,3.289783343,0,0,3.098128072,26.62271265
System,CH,"Forestry, logging and related service activities (02)",2.15294532,1.947170211,0,2.904691577,0,2.852308775,3.14730373,0.691085835,3.647778946,0,4.829925562,0,4.013256522,0,2.655777119,2.466233717,2.48010053,4.818320893,0,3.918605839,0,42.52550458
System,WA,Cultivation of plant-based fibers,2.792817799,2.786671044,3.331695471,3.338412844,2.300053275,3.942194497,2.523391689,3.071982798,4.254582604,0.000991662,4.828416486,0,3.892118089,0,3.548489958,3.787189765,3.735877727,3.90944895,1.858625686,4.278832612,4.468583562,62.65037652
System,PT,"Cultivation of vegetables, fruit, nuts",2.519217481,2.761704059,3.00651602,3.144805462,2.135481442,3.970528154,2.43447325,2.984154029,3.907609742,0.005165034,4.810695315,0,3.091856171,0,3.577264515,3.65817168,3.646410854,3.55970015,1.859775342,4.22943572,4.214327873,59.51729229
System,WA,"Lead, zinc and tin production",0,3.080419516,0,1.230107168,2.542506411,0,0,3.395806543,4.232759868,0,4.803650422,0,1.290718172,3.245419531,0,0,0,4.321551648,1.540910305,4.729872769,3.293083826,37.70680618
System,IT,Production of electricity nec,0,0.939232652,0,0.832860278,0,0,0,0.965570377,2.723578105,0,4.787892038,0,1.798689055,0,0,0,0,2.647147654,0,2.830466068,2.009448489,19.53488472
System,SE,Manufacture of furniture; manufacturing n.e.c. (36),0,0,0,1.052706605,2.145453334,0,0,1.648810396,3.564639237,0,4.775158395,0,0.871293503,4.785139137,0,0,0,3.899108274,1.559556091,4.630628215,2.958052594,31.89054578
System,SE,Manufacture of beverages,0,0.600140765,0,0,1.285186968,0,0,1.975367723,2.135319292,0.000654477,4.767423931,0,1.043858692,0,0,0,1.748203194,3.892792774,0,2.773876711,2.657935215,22.88075974
System,JP,"Manufacture of bricks, tiles and construction products, in baked clay",0,0,0,0,1.590987836,0,0,0,0,0,4.756391441,0,0,1.888320727,0,0,0,4.116924011,0,0,2.001758534,14.35438255
System,CA,Pigs farming,0,2.713101624,1.560888988,2.716873145,1.594925922,2.916929119,4.226158828,2.892085871,3.524090742,0.000192733,4.712226608,0,1.595446235,1.855334599,1.889439893,0.817774742,3.555875117,3.87928219,0.881226301,3.230101284,4.006940637,48.56889458
System,NO,P- and other fertiliser,0,2.181565311,0,1.710323827,3.535334975,0,0,2.34875781,5.966008813,0.004151543,4.704532608,0,1.779347516,4.555152351,0,0,0,3.857867693,2.237972037,4.491957969,4.704059556,42.07703201
System,LU,Processing of meat poultry,0,1.659381768,0,0,1.398969358,0,0,1.805667075,2.396419547,0,4.693074214,0,1.544666395,0,0,0,0.823998085,3.753429494,0,2.629901215,2.793158365,23.49866552
System,PL,"Manufacture of motor vehicles, trailers and semi-trailers (34)",0,0,0,1.163472954,2.360480884,0,0,1.692061131,3.899346885,0,4.67948812,0,0.916766058,4.838381494,0,0,0,3.709043163,1.504855823,4.718879747,3.251206556,32.73398282
System,MX,Cultivation of crops nec,2.416282377,2.692863896,3.016036114,3.215044073,2.202948405,3.844357323,2.434508494,2.873305284,3.973556983,0.03471453,4.666564664,0,3.371239954,0,3.503741873,3.626318528,3.731969255,3.489501035,1.789817228,4.124944988,4.203675927,59.21139093
System,BR,"Collection, purification and distribution of water (41)",0,2.653318595,1.536489348,2.214917053,0,0,0,2.894160174,2.740682278,0,4.649701596,0,1.625314936,1.829430666,1.386145059,0,2.47742182,3.759928131,0,4.371388632,4.237805298,36.37670359
System,CN,Cultivation of wheat,2.744694478,2.705460749,3.201386653,3.229918021,2.245779766,3.886746153,2.478820961,2.878352764,3.994589747,0.000189755,4.640799916,0,3.672646082,0,3.584317806,3.732225476,3.738491302,3.705712181,1.796597123,4.137896449,4.220115489,60.59474087
System,PT,Production of electricity by coal,0,1.462088787,0,1.109939058,0,0,0,3.159714475,3.72374812,0,4.584341534,0,1.964251698,0,0,0,0,6.28186748,0,4.478257199,2.974840362,29.73904871
System,PT,Manufacture of beverages,0,0.584250797,0,0,1.355311839,0,0,1.893933239,2.232015075,0.003278058,4.579758118,0,1.177372706,0,0,0,1.799967076,3.765352129,0,2.684267908,2.674679511,22.75018645
System,JP,P- and other fertiliser,0,2.230794125,0,1.841111491,3.822402472,0,0,2.347080671,6.164486644,0.007990377,4.570956983,0,1.902443794,4.53675487,0,0,0,3.95642007,2.178085119,4.514468234,4.809293066,42.88228792
System,IN,"Cultivation of sugar cane, sugar beet",2.704800488,2.659846397,3.103341641,3.200315219,2.184081745,3.853797202,2.426655411,2.801321077,3.873359671,0.003786348,4.569343198,0,3.41684637,0,3.560114385,3.651760193,3.597735088,3.626875316,1.774616179,4.040501622,4.050679963,59.09977751
System,SE,"Waste water treatment, other",0,2.578299885,1.367414538,1.806107645,0,0,0,2.828830983,2.038593389,0,4.551468694,0,0.996573879,1.824392757,1.505528194,0,2.145873747,3.716456665,0,4.413708952,3.383381072,33.1566304
System,BE,Cattle farming,0,2.558196518,1.544296577,2.466449673,1.43074916,2.823809222,3.978801486,2.781230309,3.332035194,0.00266548,4.524112366,0,1.555777841,1.779581059,1.806233902,0.777963438,3.157427114,3.916913203,0.852134466,3.013991717,3.859551427,46.16192015
System,IN,Paper,0,1.751327756,0,0.702396559,1.438069126,0,2.396681054,0,0,0,4.512902088,0,0,0,0,0,0,3.980084099,0,2.66039522,0,17.4418559
System,ZA,Raw milk,0,2.849504309,1.157537666,1.963234936,1.118359233,2.772881106,3.884818055,3.123101314,2.525551656,0.00105214,4.508082518,0,0.5060668,1.958029976,1.652285171,0.794052462,2.595151195,3.399042178,0.89963679,3.248007256,3.611014124,42.56740889
System,IN,Manufacture of other transport equipment (35),0,1.456586875,0,2.920931291,1.196048316,0,0,2.301092002,4.454376845,0,4.504080237,0,2.245362852,4.492261924,0.649864079,0,1.313462741,3.972303805,1.45772476,4.425324437,1.478824059,36.86824422
