Bank,region,sector,Animal-based energy,Bio-remediation,Buffering and attenuation of mass flows,Climate regulation,Dilution by atmosphere and ecosystems,Disease control,Fibres and other materials,Filtration,Flood and storm protection,Genetic materials,Ground water,Maintain nursery habitats,Mass stabilisation and erosion control,Mediation of sensory impacts,Pest control,Pollination,Soil quality,Surface water,Ventilation,Water flow maintenance,Water quality
System,AT,Cultivation of paddy rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
System,AT,Cultivation of wheat,0.024428349962218175,0.017160639509657783,0.020484878516529647,0.01668026425238922,0.017776749426177116,0.018149393217708046,0.0175866128308195,0.01677554801995999,0.016911934589227955,0.0,0.016911934589227955,0.016481970150518773,0.021381517302095344,0.016911934589227955,0.01851171218550628,0.01827981165159199,0.017665436625381684,0.020082922324708204,0.016911934589227955,0.017327801833225367,0.017068526576165255
System,AT,Cultivation of cereal grains nec,0.05841036451123764,0.04103262031841466,0.04898117240704001,0.0398840002142065,0.042505794104550104,0.0433968186612572,0.04205116053908453,0.04011183220467744,0.04043794466162603,0.0,0.04043794466162603,0.03940986132277114,0.051125115750770056,0.04043794466162603,0.044263155643131206,0.04370866077396345,0.042239635265361855,0.04802005928568093,0.04043794466162603,0.041432320350026676,0.040812370075159615
System,AT,"Cultivation of vegetables, fruit, nuts",0.10117779837124131,0.07107625881056655,0.08484465432214601,0.06908663155380858,0.07362807442662443,0.07517149747656947,0.07284056310728274,0.06948127965072212,0.07004616810316701,0.0,0.07004616810316701,0.06826533332088311,0.08855836967328973,0.07004616810316701,0.07667215697779094,0.07571166699386438,0.07316703697905072,0.08317982462251086,0.07004616810316701,0.07176861485980228,0.07069474373375191
System,AT,Cultivation of oil seeds,0.010565429610060736,0.007422094782633161,0.008859851048956672,0.007214329175257486,0.007688566565013601,0.007849737571452247,0.00760633117794675,0.007255540061003244,0.007314528191580504,0.0,0.007314528191580504,0.007128565610438628,0.009247653499355354,0.007314528191580504,0.0080064430205138,0.007906144442370108,0.007640423011997461,0.008686002227501852,0.007314528191580504,0.007494393638914453,0.007382255304465511
System,AT,"Cultivation of sugar cane, sugar beet",0.0066065394221748374,0.004641019209468973,0.00554004497590826,0.004511103841485029,0.004807643416923558,0.004908423285518262,0.004756221813959338,0.00453687291584835,0.004573758061505653,0.0,0.004573758061505653,0.004457476076891104,0.00578253697776072,0.004573758061505653,0.005006410851107541,0.004943694375303907,0.004777539361275709,0.005431337698037966,0.004573758061505653,0.004686227522034482,0.004616107673186262
System,AT,Cultivation of plant-based fibers,0.00010497346558535415,7.37426720910689e-05,8.802758652552992e-05,7.167840431960955e-05,7.639021861871267e-05,7.799154291144505e-05,7.55731639514855e-05,7.208785757009118e-05,7.267393771293744e-05,0.0,7.267393771293744e-05,7.082629522871023e-05,9.188062125135663e-05,7.267393771293744e-05,7.95484993884856e-05,7.855197679266036e-05,7.591188543282083e-05,8.630030103411324e-05,7.267393771293744e-05,7.446100175505887e-05,7.33468445436128e-05
System,AT,Cultivation of crops nec,0.023369661985170088,0.01641692318188984,0.019597094665787265,0.01595736666637535,0.017006331820501826,0.017362825790107592,0.01682443545945448,0.016048520978649672,0.016178996758963893,0.0,0.016178996758963893,0.015767666332888543,0.020454874473832926,0.016178996758963893,0.01770944239832535,0.01748759208505657,0.016899843149214767,0.019212558651269633,0.016178996758963893,0.01657684094156137,0.01632880228450986
System,AT,Cattle farming,0.0327576584679063,0.02335900255694639,0.02957510929798611,0.024149271842289325,0.02598125973103886,0.023920102027087376,0.024706926946918475,0.025037288664410278,0.0280008556291601,0.0,0.025849580831817216,0.024882676580948542,0.03764743139372789,0.024340338063815355,0.02325378182470789,0.0240668511192781,0.0257944221154639,0.029080778435794378,0.02406685111927809,0.024362755026482337,0.029637881470962846
System,AT,Pigs farming,0.04746584238303525,0.03384719132715839,0.04285432909603728,0.03499229140734245,0.03764684159322369,0.03466022437825421,0.035800333573309695,0.036279027654182956,0.040573235757555254,0.0,0.03745603888729312,0.03605499476760477,0.05455112264545918,0.03526914633470431,0.03369472650136038,0.03487286379161774,0.03737611391527346,0.04213804374820477,0.03487286379161772,0.03530162851036713,0.04294528596560332
System,AT,Poultry farming,0.029590822118800278,0.02110077831760788,0.026715944890816804,0.021814648567871495,0.023469529602573508,0.02160763367261324,0.022318392540319622,0.022616816642479998,0.02529388170123509,0.0,0.0233505807195975,0.022477151633651125,0.034007877782014785,0.021987243522410972,0.021005729766627665,0.021740195842383882,0.02330075445483222,0.026269403309547194,0.021740195842383868,0.022007493332249255,0.026772648583676444
System,AT,Meat animals nec,0.0047287932460490425,0.0033720326388392927,0.004269370389721196,0.0034861134441798503,0.00375057349292387,0.003453031205551988,0.0035666147930469762,0.0036143047785799453,0.00404211604783941,0.0,0.003731564738378836,0.003591985461198096,0.005434665590648783,0.0035136951670549942,0.0033568433026283048,0.003474215446076848,0.003723602198394244,0.004198010330676192,0.0034742154460768457,0.00351693120975812,0.004278431984520562
System,AT,Animal products nec,0.003360904076602437,0.0023966110702303093,0.0030343776098327837,0.0024776919345822273,0.00266565212012531,0.002454179333188539,0.0025349068089702276,0.0025688016016691437,0.0028728607059812046,0.0,0.0026521419924209707,0.0025529385514420446,0.0038625900495530057,0.002497295144117396,0.0023858155248689117,0.0024692356481160766,0.0026464827614709426,0.002983659741473593,0.0024692356481160753,0.0024995951028060283,0.003040817974068872
System,AT,Raw milk,0.06664743261455686,0.0475253000876912,0.06017234430650274,0.04913315063030092,0.05286044052453257,0.04866689081411393,0.05026773358727106,0.05093987443416754,0.05696943023332215,0.0,0.05259253185910608,0.05062530682171111,0.07659597066081142,0.049521886386141044,0.04731122215936826,0.04896546069640912,0.052480308122636495,0.05916659834149436,0.04896546069640909,0.049567495049233815,0.060300058079837154
System,AT,"Wool, silk-worm cocoons",0.000533281028261104,0.00038027482687526503,0.00048147045408684317,0.00039314008149972916,0.0004229640808564415,0.0003894092924136583,0.00040221847420301245,0.0004075966252871242,0.00045584226042099085,0.0,0.0004208204032536603,0.0004050796050022083,0.0006128844937041611,0.0003962505599602453,0.0003785618772046557,0.0003917983064775459,0.0004199224423385577,0.00047342295366036794,0.00039179830647754566,0.0003966154987703025,0.00048249235890290365
System,AT,"Manure treatment (conventional), storage and land application",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
System,AT,"Manure treatment (biogas), storage and land application",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
System,AT,"Forestry, logging and related service activities (02)",3.905235282435269,3.1368624175342115,3.746863671904261,3.220850639174295,3.4430953704856404,2.9116829923287364,3.3006830853744917,3.440429748263331,3.8223655682191358,0.0,3.2319188544291895,3.368864568599917,4.813250579632044,3.2319188544291895,2.7351205170084865,3.2140957725113792,3.389914887535567,3.585409979132383,2.9625922832267557,3.198804931740364,4.084786329903557
